unsupervised_model,supervised_model,gene_set,normalization,task,group,label_type,num_genes,num_features,num_samples,num_classes,score,score_units
SDAE,proportional hazard,O,z-score,HNSC PFI,validate,survival,17970,512,501,2,0.4971406620243559,C-index
SDAE,proportional hazard,O,z-score,LUAD PFI,train,survival,17970,512,507,2,0.5098468542691188,C-index
SDAE,proportional hazard,O,z-score,KIRP OS,train,survival,17970,512,289,2,0.5193248167570872,C-index
SDAE,proportional hazard,O,z-score,COAD PFI,train,survival,17970,512,455,2,0.5067313022733511,C-index
SDAE,proportional hazard,O,z-score,UCEC OS,train,survival,17970,512,540,2,0.5234208593987579,C-index
SDAE,proportional hazard,O,z-score,PAAD PFI,train,survival,17970,512,178,2,0.6033578070280525,C-index
SDAE,proportional hazard,O,z-score,COAD OS,train,survival,17970,512,455,2,0.5267489298240726,C-index
SDAE,proportional hazard,O,z-score,OV OS,train,survival,17970,512,420,2,0.5090972453527101,C-index
SDAE,proportional hazard,O,z-score,UCEC PFI,train,survival,17970,512,540,2,0.502232373096022,C-index
SDAE,proportional hazard,O,z-score,STAD PFI,train,survival,17970,512,411,2,0.5582742197298851,C-index
SDAE,proportional hazard,O,z-score,BLCA PFI,test,survival,17970,512,408,2,0.5275656865547329,C-index
SDAE,proportional hazard,O,z-score,LUAD OS,train,survival,17970,512,507,2,0.4978266845776148,C-index
SDAE,proportional hazard,O,z-score,STAD OS,train,survival,17970,512,409,2,0.4949273544394198,C-index
SDAE,proportional hazard,O,z-score,ECSA OS,train,survival,17970,512,184,2,0.4829432108066841,C-index
SDAE,proportional hazard,O,z-score,PAAD OS,train,survival,17970,512,178,2,0.486229551557564,C-index
SDAE,proportional hazard,O,z-score,BLCA OS,test,survival,17970,512,407,2,0.5348913521186104,C-index
SDAE,proportional hazard,O,z-score,HNSC OS,validate,survival,17970,512,501,2,0.5760409779236514,C-index
SDAE,proportional hazard,O,z-ternary,ECSA PFI,train,survival,17970,512,184,2,0.4790809974425382,C-index
SDAE,proportional hazard,O,z-ternary,SARC OS,train,survival,17970,512,259,2,0.4442324951928149,C-index
SDAE,proportional hazard,O,z-ternary,LUSC OS,test,survival,17970,512,495,2,0.4950581216836016,C-index
SDAE,proportional hazard,O,z-ternary,CESC OS,train,survival,17970,512,304,2,0.487576860384719,C-index
SDAE,proportional hazard,O,z-ternary,KIRP PFI,train,survival,17970,512,288,2,0.5062565568791368,C-index
SDAE,proportional hazard,O,z-ternary,OV PFI,train,survival,17970,512,420,2,0.4891944098803618,C-index
SDAE,proportional hazard,O,z-ternary,CESC PFI,train,survival,17970,512,304,2,0.5372710465422189,C-index
SDAE,proportional hazard,O,z-ternary,LUSC PFI,test,survival,17970,512,496,2,0.509744726304044,C-index
SDAE,proportional hazard,O,z-ternary,SARC PFI,train,survival,17970,512,259,2,0.533818666735495,C-index
SDAE,proportional hazard,O,z-ternary,HNSC PFI,validate,survival,17970,512,501,2,0.4916454134975009,C-index
SDAE,proportional hazard,O,z-ternary,LUAD PFI,train,survival,17970,512,507,2,0.5459159154838585,C-index
SDAE,proportional hazard,O,z-ternary,KIRP OS,train,survival,17970,512,289,2,0.5351623530573912,C-index
SDAE,proportional hazard,O,z-ternary,COAD PFI,train,survival,17970,512,455,2,0.5441822213917635,C-index
SDAE,proportional hazard,O,z-ternary,UCEC OS,train,survival,17970,512,540,2,0.5246666249143315,C-index
SDAE,proportional hazard,O,z-ternary,PAAD PFI,train,survival,17970,512,178,2,0.5133909851132346,C-index
SDAE,proportional hazard,O,z-ternary,COAD OS,train,survival,17970,512,455,2,0.5230968660625963,C-index
SDAE,proportional hazard,O,z-ternary,OV OS,train,survival,17970,512,420,2,0.4168353779941111,C-index
SDAE,proportional hazard,O,z-ternary,UCEC PFI,train,survival,17970,512,540,2,0.5249011803774658,C-index
SDAE,proportional hazard,O,z-ternary,STAD PFI,train,survival,17970,512,411,2,0.5243000796321248,C-index
SDAE,proportional hazard,O,z-ternary,BLCA PFI,test,survival,17970,512,408,2,0.5052384581967045,C-index
SDAE,proportional hazard,O,z-ternary,LUAD OS,train,survival,17970,512,507,2,0.4839095725231156,C-index
SDAE,proportional hazard,O,z-ternary,STAD OS,train,survival,17970,512,409,2,0.5188531973028203,C-index
SDAE,proportional hazard,O,z-ternary,ECSA OS,train,survival,17970,512,184,2,0.5083768461761888,C-index
SDAE,proportional hazard,O,z-ternary,PAAD OS,train,survival,17970,512,178,2,0.5053150692567379,C-index
SDAE,proportional hazard,O,z-ternary,BLCA OS,test,survival,17970,512,407,2,0.5334732577512862,C-index
SDAE,proportional hazard,O,z-ternary,HNSC OS,validate,survival,17970,512,501,2,0.5244766749114287,C-index
SDAE,proportional hazard,OT,tpm,ECSA PFI,train,survival,1530,512,184,2,0.4740432552667394,C-index
SDAE,proportional hazard,OT,tpm,SARC OS,train,survival,1530,512,259,2,0.4637129875891168,C-index
SDAE,proportional hazard,OT,tpm,LUSC OS,test,survival,1530,512,495,2,0.5032404947072132,C-index
SDAE,proportional hazard,OT,tpm,CESC OS,train,survival,1530,512,304,2,0.5196288332921833,C-index
SDAE,proportional hazard,OT,tpm,KIRP PFI,train,survival,1530,512,288,2,0.5229847134858665,C-index
SDAE,proportional hazard,OT,tpm,OV PFI,train,survival,1530,512,420,2,0.5718303828918494,C-index
SDAE,proportional hazard,OT,tpm,CESC PFI,train,survival,1530,512,304,2,0.4497538135325989,C-index
SDAE,proportional hazard,OT,tpm,LUSC PFI,test,survival,1530,512,496,2,0.5010884616028557,C-index
SDAE,proportional hazard,OT,tpm,SARC PFI,train,survival,1530,512,259,2,0.494767213249956,C-index
SDAE,proportional hazard,OT,tpm,HNSC PFI,validate,survival,1530,512,501,2,0.528068889818342,C-index
SDAE,proportional hazard,OT,tpm,LUAD PFI,train,survival,1530,512,507,2,0.5001207415872946,C-index
SDAE,proportional hazard,OT,tpm,KIRP OS,train,survival,1530,512,289,2,0.5178144504042588,C-index
SDAE,proportional hazard,OT,tpm,COAD PFI,train,survival,1530,512,455,2,0.4736393349884335,C-index
SDAE,proportional hazard,OT,tpm,UCEC OS,train,survival,1530,512,540,2,0.488607495879497,C-index
SDAE,proportional hazard,OT,tpm,PAAD PFI,train,survival,1530,512,178,2,0.5307948872162559,C-index
SDAE,proportional hazard,OT,tpm,COAD OS,train,survival,1530,512,455,2,0.471506781759709,C-index
SDAE,proportional hazard,OT,tpm,OV OS,train,survival,1530,512,420,2,0.5271838719493892,C-index
SDAE,proportional hazard,OT,tpm,UCEC PFI,train,survival,1530,512,540,2,0.4731792663372019,C-index
SDAE,proportional hazard,OT,tpm,STAD PFI,train,survival,1530,512,411,2,0.5114412720038221,C-index
SDAE,proportional hazard,OT,tpm,BLCA PFI,test,survival,1530,512,408,2,0.4953384985692652,C-index
SDAE,proportional hazard,OT,tpm,LUAD OS,train,survival,1530,512,507,2,0.5088514662950654,C-index
SDAE,proportional hazard,OT,tpm,STAD OS,train,survival,1530,512,409,2,0.4574064226494868,C-index
SDAE,proportional hazard,OT,tpm,ECSA OS,train,survival,1530,512,184,2,0.5126024838314908,C-index
SDAE,proportional hazard,OT,tpm,PAAD OS,train,survival,1530,512,178,2,0.5403964680020416,C-index
SDAE,proportional hazard,OT,tpm,BLCA OS,test,survival,1530,512,407,2,0.5177801479318163,C-index
SDAE,proportional hazard,OT,tpm,HNSC OS,validate,survival,1530,512,501,2,0.5088944195373001,C-index
SDAE,proportional hazard,OT,clr,ECSA PFI,train,survival,1530,512,184,2,0.4138736124230744,C-index
SDAE,proportional hazard,OT,clr,SARC OS,train,survival,1530,512,259,2,0.5329109787866072,C-index
SDAE,proportional hazard,OT,clr,LUSC OS,test,survival,1530,512,495,2,0.5317206748914511,C-index
SDAE,proportional hazard,OT,clr,CESC OS,train,survival,1530,512,304,2,0.5279944809067479,C-index
SDAE,proportional hazard,OT,clr,KIRP PFI,train,survival,1530,512,288,2,0.4910679018339653,C-index
SDAE,proportional hazard,OT,clr,OV PFI,train,survival,1530,512,420,2,0.5337792019387881,C-index
SDAE,proportional hazard,OT,clr,CESC PFI,train,survival,1530,512,304,2,0.4547774031921149,C-index
SDAE,proportional hazard,OT,clr,LUSC PFI,test,survival,1530,512,496,2,0.4916710092731297,C-index
SDAE,proportional hazard,OT,clr,SARC PFI,train,survival,1530,512,259,2,0.5407384267757368,C-index
SDAE,proportional hazard,OT,clr,HNSC PFI,validate,survival,1530,512,501,2,0.514065426347331,C-index
SDAE,proportional hazard,OT,clr,LUAD PFI,train,survival,1530,512,507,2,0.5032567235633096,C-index
SDAE,proportional hazard,OT,clr,KIRP OS,train,survival,1530,512,289,2,0.4824563096075634,C-index
SDAE,proportional hazard,OT,clr,COAD PFI,train,survival,1530,512,455,2,0.522481481052549,C-index
SDAE,proportional hazard,OT,clr,UCEC OS,train,survival,1530,512,540,2,0.5197525350601783,C-index
SDAE,proportional hazard,OT,clr,PAAD PFI,train,survival,1530,512,178,2,0.4832413511864552,C-index
SDAE,proportional hazard,OT,clr,COAD OS,train,survival,1530,512,455,2,0.4778879363131304,C-index
SDAE,proportional hazard,OT,clr,OV OS,train,survival,1530,512,420,2,0.5006681166080312,C-index
SDAE,proportional hazard,OT,clr,UCEC PFI,train,survival,1530,512,540,2,0.5143177263528382,C-index
SDAE,proportional hazard,OT,clr,STAD PFI,train,survival,1530,512,411,2,0.4636734019149246,C-index
SDAE,proportional hazard,OT,clr,BLCA PFI,test,survival,1530,512,408,2,0.5829673442285015,C-index
SDAE,proportional hazard,OT,clr,LUAD OS,train,survival,1530,512,507,2,0.5017274616204339,C-index
SDAE,proportional hazard,OT,clr,STAD OS,train,survival,1530,512,409,2,0.4652487612414048,C-index
SDAE,proportional hazard,OT,clr,ECSA OS,train,survival,1530,512,184,2,0.5239819965304411,C-index
SDAE,proportional hazard,OT,clr,PAAD OS,train,survival,1530,512,178,2,0.5039751333874908,C-index
SDAE,proportional hazard,OT,clr,BLCA OS,test,survival,1530,512,407,2,0.5508068527924944,C-index
SDAE,proportional hazard,OT,clr,HNSC OS,validate,survival,1530,512,501,2,0.5202365224773529,C-index
SDAE,proportional hazard,OT,z-score,ECSA PFI,train,survival,1530,512,184,2,0.5113362801027628,C-index
SDAE,proportional hazard,OT,z-score,SARC OS,train,survival,1530,512,259,2,0.4690427720961881,C-index
SDAE,proportional hazard,OT,z-score,LUSC OS,test,survival,1530,512,495,2,0.4872798224287624,C-index
SDAE,proportional hazard,OT,z-score,CESC OS,train,survival,1530,512,304,2,0.501639917141817,C-index
SDAE,proportional hazard,OT,z-score,KIRP PFI,train,survival,1530,512,288,2,0.4832362654975557,C-index
SDAE,proportional hazard,OT,z-score,OV PFI,train,survival,1530,512,420,2,0.5490398523289739,C-index
SDAE,proportional hazard,OT,z-score,CESC PFI,train,survival,1530,512,304,2,0.4989461819699453,C-index
SDAE,proportional hazard,OT,z-score,LUSC PFI,test,survival,1530,512,496,2,0.4904362729654532,C-index
SDAE,proportional hazard,OT,z-score,SARC PFI,train,survival,1530,512,259,2,0.4964171799631242,C-index
SDAE,proportional hazard,OT,z-score,HNSC PFI,validate,survival,1530,512,501,2,0.5136470070389147,C-index
SDAE,proportional hazard,OT,z-score,LUAD PFI,train,survival,1530,512,507,2,0.5069759840361175,C-index
SDAE,proportional hazard,OT,z-score,KIRP OS,train,survival,1530,512,289,2,0.4902511768412253,C-index
SDAE,proportional hazard,OT,z-score,COAD PFI,train,survival,1530,512,455,2,0.5129652844378364,C-index
SDAE,proportional hazard,OT,z-score,UCEC OS,train,survival,1530,512,540,2,0.5351210890393375,C-index
SDAE,proportional hazard,OT,z-score,PAAD PFI,train,survival,1530,512,178,2,0.4822367141885031,C-index
SDAE,proportional hazard,OT,z-score,COAD OS,train,survival,1530,512,455,2,0.5095120637628574,C-index
SDAE,proportional hazard,OT,z-score,OV OS,train,survival,1530,512,420,2,0.4860926610434443,C-index
SDAE,proportional hazard,OT,z-score,UCEC PFI,train,survival,1530,512,540,2,0.547830157533376,C-index
SDAE,proportional hazard,OT,z-score,STAD PFI,train,survival,1530,512,411,2,0.4950686014017183,C-index
SDAE,proportional hazard,OT,z-score,BLCA PFI,test,survival,1530,512,408,2,0.4961676167910093,C-index
SDAE,proportional hazard,OT,z-score,LUAD OS,train,survival,1530,512,507,2,0.5197005230780883,C-index
SDAE,proportional hazard,OT,z-score,STAD OS,train,survival,1530,512,409,2,0.4821844782735087,C-index
SDAE,proportional hazard,OT,z-score,ECSA OS,train,survival,1530,512,184,2,0.5653852099278255,C-index
SDAE,proportional hazard,OT,z-score,PAAD OS,train,survival,1530,512,178,2,0.5641196505794495,C-index
SDAE,proportional hazard,OT,z-score,BLCA OS,test,survival,1530,512,407,2,0.5089813223341643,C-index
SDAE,proportional hazard,OT,z-score,HNSC OS,validate,survival,1530,512,501,2,0.5458727129347609,C-index
SDAE,proportional hazard,OT,z-ternary,ECSA PFI,train,survival,1530,512,184,2,0.5252586249143089,C-index
SDAE,proportional hazard,OT,z-ternary,SARC OS,train,survival,1530,512,259,2,0.4811583764267938,C-index
SDAE,proportional hazard,OT,z-ternary,LUSC OS,test,survival,1530,512,495,2,0.5020451892450398,C-index
SDAE,proportional hazard,OT,z-ternary,CESC OS,train,survival,1530,512,304,2,0.5281661537462611,C-index
SDAE,proportional hazard,OT,z-ternary,KIRP PFI,train,survival,1530,512,288,2,0.4999695734186367,C-index
SDAE,proportional hazard,OT,z-ternary,OV PFI,train,survival,1530,512,420,2,0.4754534396017204,C-index
SDAE,proportional hazard,OT,z-ternary,CESC PFI,train,survival,1530,512,304,2,0.5054319206070068,C-index
SDAE,proportional hazard,OT,z-ternary,LUSC PFI,test,survival,1530,512,496,2,0.5183905583546456,C-index
SDAE,proportional hazard,OT,z-ternary,SARC PFI,train,survival,1530,512,259,2,0.4892500312071029,C-index
SDAE,proportional hazard,OT,z-ternary,HNSC PFI,validate,survival,1530,512,501,2,0.4873109029698808,C-index
SDAE,proportional hazard,OT,z-ternary,LUAD PFI,train,survival,1530,512,507,2,0.5133284025919068,C-index
SDAE,proportional hazard,OT,z-ternary,KIRP OS,train,survival,1530,512,289,2,0.4781257561439027,C-index
SDAE,proportional hazard,OT,z-ternary,COAD PFI,train,survival,1530,512,455,2,0.4779717449546795,C-index
SDAE,proportional hazard,OT,z-ternary,UCEC OS,train,survival,1530,512,540,2,0.4880748331854169,C-index
SDAE,proportional hazard,OT,z-ternary,PAAD PFI,train,survival,1530,512,178,2,0.4915410553136682,C-index
SDAE,proportional hazard,OT,z-ternary,COAD OS,train,survival,1530,512,455,2,0.5207235159096373,C-index
SDAE,proportional hazard,OT,z-ternary,OV OS,train,survival,1530,512,420,2,0.511324449276736,C-index
SDAE,proportional hazard,OT,z-ternary,UCEC PFI,train,survival,1530,512,540,2,0.5061164726924365,C-index
SDAE,proportional hazard,OT,z-ternary,STAD PFI,train,survival,1530,512,411,2,0.49311218925002903,C-index
SDAE,proportional hazard,OT,z-ternary,BLCA PFI,test,survival,1530,512,408,2,0.5024140001956229,C-index
SDAE,proportional hazard,OT,z-ternary,LUAD OS,train,survival,1530,512,507,2,0.539689700055199,C-index
SDAE,proportional hazard,OT,z-ternary,STAD OS,train,survival,1530,512,409,2,0.4997351766229728,C-index
SDAE,proportional hazard,OT,z-ternary,ECSA OS,train,survival,1530,512,184,2,0.4976073940668601,C-index
SDAE,proportional hazard,OT,z-ternary,PAAD OS,train,survival,1530,512,178,2,0.5332402854939785,C-index
SDAE,proportional hazard,OT,z-ternary,BLCA OS,test,survival,1530,512,407,2,0.5134332610569518,C-index
SDAE,proportional hazard,OT,z-ternary,HNSC OS,validate,survival,1530,512,501,2,0.5465463912713014,C-index
VAE,logistic regression,O,tpm,GSE72819 remission,validate,binary,17970,512,69,2,0.3175505050505051,AUC
VAE,logistic regression,O,tpm,STAD stage,train,binary,17970,512,416,2,0.6003747027266192,AUC
VAE,logistic regression,O,tpm,KIRC grade,train,binary,17970,512,544,2,0.5452519376880712,AUC
VAE,logistic regression,O,tpm,LUSC stage,validate,binary,17970,512,504,2,0.5723733493397358,AUC
VAE,logistic regression,O,tpm,PAAD grade,train,binary,17970,512,179,2,0.5171581196581196,AUC
VAE,logistic regression,O,tpm,BRCA stage,test,binary,17970,512,1134,2,0.5423572338974275,AUC
VAE,logistic regression,O,tpm,SKCM stage,train,binary,17970,512,249,2,0.5246801900584795,AUC
VAE,logistic regression,O,tpm,LIHC stage,train,binary,17970,512,374,2,0.5179288766788767,AUC
VAE,logistic regression,O,tpm,THCA stage,train,binary,17970,512,513,2,0.5672373501230894,AUC
VAE,logistic regression,O,tpm,LUAD stage,train,binary,17970,512,542,2,0.5519070128754722,AUC
VAE,logistic regression,O,tpm,CESC grade,train,binary,17970,512,306,2,0.6077111937452327,AUC
VAE,logistic regression,O,tpm,LIHC grade,train,binary,17970,512,374,2,0.5617216666666666,AUC
VAE,logistic regression,O,tpm,COAD stage,train,binary,17970,512,505,2,0.6332461022854781,AUC
VAE,logistic regression,O,tpm,UCEC stage,train,binary,17970,512,554,2,0.6054888436668904,AUC
VAE,logistic regression,O,tpm,HNSC grade,test,binary,17970,512,504,2,0.7071746188594015,AUC
VAE,logistic regression,O,tpm,STAD grade,train,binary,17970,512,416,2,0.6315930372148859,AUC
VAE,logistic regression,O,tpm,GSE65832 lesional,train,binary,17970,512,40,2,0.4875,AUC
VAE,logistic regression,O,tpm,LGG grade,train,binary,17970,512,532,2,0.7186831425038972,AUC
VAE,logistic regression,O,tpm,KIRC stage,train,binary,17970,512,544,2,0.7041414927820419,AUC
VAE,logistic regression,O,tpm,UCEC grade,train,binary,17970,512,554,2,0.7997120610367892,AUC
VAE,logistic regression,O,tpm,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
VAE,logistic regression,O,tpm,GSE66207 disease type,train,multiclass,17970,512,20,3,0.4333333333333333,class accuracy
VAE,logistic regression,O,tpm,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.5041666666666667,class accuracy
VAE,logistic regression,O,tpm,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.8251748251748252,class accuracy
VAE,logistic regression,O,clr,GSE72819 remission,validate,binary,17970,512,69,2,0.4792929292929292,AUC
VAE,logistic regression,O,clr,STAD stage,train,binary,17970,512,416,2,0.5926359161550799,AUC
VAE,logistic regression,O,clr,KIRC grade,train,binary,17970,512,544,2,0.502133955147403,AUC
VAE,logistic regression,O,clr,LUSC stage,validate,binary,17970,512,504,2,0.6386250500200079,AUC
VAE,logistic regression,O,clr,PAAD grade,train,binary,17970,512,179,2,0.5883190883190883,AUC
VAE,logistic regression,O,clr,BRCA stage,test,binary,17970,512,1134,2,0.6478451970527518,AUC
VAE,logistic regression,O,clr,SKCM stage,train,binary,17970,512,249,2,0.6021269571778909,AUC
VAE,logistic regression,O,clr,LIHC stage,train,binary,17970,512,374,2,0.5958867521367521,AUC
VAE,logistic regression,O,clr,THCA stage,train,binary,17970,512,513,2,0.6832064065553253,AUC
VAE,logistic regression,O,clr,LUAD stage,train,binary,17970,512,542,2,0.6293865163840664,AUC
VAE,logistic regression,O,clr,CESC grade,train,binary,17970,512,306,2,0.6177046611829221,AUC
VAE,logistic regression,O,clr,LIHC grade,train,binary,17970,512,374,2,0.63072,AUC
VAE,logistic regression,O,clr,COAD stage,train,binary,17970,512,505,2,0.6889975524452581,AUC
VAE,logistic regression,O,clr,UCEC stage,train,binary,17970,512,554,2,0.6995061219634466,AUC
VAE,logistic regression,O,clr,HNSC grade,test,binary,17970,512,504,2,0.7527573875399962,AUC
VAE,logistic regression,O,clr,STAD grade,train,binary,17970,512,416,2,0.7791212484993997,AUC
VAE,logistic regression,O,clr,GSE65832 lesional,train,binary,17970,512,40,2,0.65,AUC
VAE,logistic regression,O,clr,LGG grade,train,binary,17970,512,532,2,0.7584959415148095,AUC
VAE,logistic regression,O,clr,KIRC stage,train,binary,17970,512,544,2,0.7882728446311178,AUC
VAE,logistic regression,O,clr,UCEC grade,train,binary,17970,512,554,2,0.8748494983277592,AUC
VAE,logistic regression,O,clr,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
VAE,logistic regression,O,clr,GSE66207 disease type,train,multiclass,17970,512,20,3,0.4,class accuracy
VAE,logistic regression,O,clr,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.6049999999999999,class accuracy
VAE,logistic regression,O,clr,GSE47944 lesional,validate,multiclass,17970,512,63,3,1.0,class accuracy
VAE,logistic regression,O,z-score,GSE72819 remission,validate,binary,17970,512,69,2,0.3651515151515152,AUC
VAE,logistic regression,O,z-score,STAD stage,train,binary,17970,512,416,2,0.5408052651955092,AUC
VAE,logistic regression,O,z-score,KIRC grade,train,binary,17970,512,544,2,0.5492243894281412,AUC
VAE,logistic regression,O,z-score,LUSC stage,validate,binary,17970,512,504,2,0.6253381352541016,AUC
VAE,logistic regression,O,z-score,PAAD grade,train,binary,17970,512,179,2,0.6257264957264957,AUC
VAE,logistic regression,O,z-score,BRCA stage,test,binary,17970,512,1134,2,0.6495355784850341,AUC
VAE,logistic regression,O,z-score,SKCM stage,train,binary,17970,512,249,2,0.6201530371627995,AUC
VAE,logistic regression,O,z-score,LIHC stage,train,binary,17970,512,374,2,0.6441483516483516,AUC
VAE,logistic regression,O,z-score,THCA stage,train,binary,17970,512,513,2,0.7024294080489287,AUC
VAE,logistic regression,O,z-score,LUAD stage,train,binary,17970,512,542,2,0.6190746762379468,AUC
VAE,logistic regression,O,z-score,CESC grade,train,binary,17970,512,306,2,0.6394734265157608,AUC
VAE,logistic regression,O,z-score,LIHC grade,train,binary,17970,512,374,2,0.5499866666666666,AUC
VAE,logistic regression,O,z-score,COAD stage,train,binary,17970,512,505,2,0.7014140042126813,AUC
VAE,logistic regression,O,z-score,UCEC stage,train,binary,17970,512,554,2,0.6988010977899755,AUC
VAE,logistic regression,O,z-score,HNSC grade,test,binary,17970,512,504,2,0.7034208545078111,AUC
VAE,logistic regression,O,z-score,STAD grade,train,binary,17970,512,416,2,0.7618703481392558,AUC
VAE,logistic regression,O,z-score,GSE65832 lesional,train,binary,17970,512,40,2,0.7,AUC
VAE,logistic regression,O,z-score,LGG grade,train,binary,17970,512,532,2,0.7535088426597861,AUC
VAE,logistic regression,O,z-score,KIRC stage,train,binary,17970,512,544,2,0.7699778163904805,AUC
VAE,logistic regression,O,z-score,UCEC grade,train,binary,17970,512,554,2,0.8774989548494985,AUC
VAE,logistic regression,O,z-score,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
VAE,logistic regression,O,z-score,GSE66207 disease type,train,multiclass,17970,512,20,3,0.4833333333333334,class accuracy
VAE,logistic regression,O,z-score,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.5666666666666667,class accuracy
VAE,logistic regression,O,z-score,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.9846153846153848,class accuracy
VAE,logistic regression,O,z-ternary,GSE72819 remission,validate,binary,17970,512,69,2,0.42727272727272736,AUC
VAE,logistic regression,O,z-ternary,STAD stage,train,binary,17970,512,416,2,0.4902909131132128,AUC
VAE,logistic regression,O,z-ternary,KIRC grade,train,binary,17970,512,544,2,0.5658248519648121,AUC
VAE,logistic regression,O,z-ternary,LUSC stage,validate,binary,17970,512,504,2,0.5983177270908364,AUC
VAE,logistic regression,O,z-ternary,PAAD grade,train,binary,17970,512,179,2,0.6494871794871795,AUC
VAE,logistic regression,O,z-ternary,BRCA stage,test,binary,17970,512,1134,2,0.5872462176091696,AUC
VAE,logistic regression,O,z-ternary,SKCM stage,train,binary,17970,512,249,2,0.6784415676287493,AUC
VAE,logistic regression,O,z-ternary,LIHC stage,train,binary,17970,512,374,2,0.6172222222222222,AUC
VAE,logistic regression,O,z-ternary,THCA stage,train,binary,17970,512,513,2,0.645386418244396,AUC
VAE,logistic regression,O,z-ternary,LUAD stage,train,binary,17970,512,542,2,0.6474667236742915,AUC
VAE,logistic regression,O,z-ternary,CESC grade,train,binary,17970,512,306,2,0.5665607541179624,AUC
VAE,logistic regression,O,z-ternary,LIHC grade,train,binary,17970,512,374,2,0.51986,AUC
VAE,logistic regression,O,z-ternary,COAD stage,train,binary,17970,512,505,2,0.7014904820961043,AUC
VAE,logistic regression,O,z-ternary,UCEC stage,train,binary,17970,512,554,2,0.6575528290183617,AUC
VAE,logistic regression,O,z-ternary,HNSC grade,test,binary,17970,512,504,2,0.7146292113683417,AUC
VAE,logistic regression,O,z-ternary,STAD grade,train,binary,17970,512,416,2,0.7334477791116446,AUC
VAE,logistic regression,O,z-ternary,GSE65832 lesional,train,binary,17970,512,40,2,0.8,AUC
VAE,logistic regression,O,z-ternary,LGG grade,train,binary,17970,512,532,2,0.7538407783690803,AUC
VAE,logistic regression,O,z-ternary,KIRC stage,train,binary,17970,512,544,2,0.7560777022858651,AUC
VAE,logistic regression,O,z-ternary,UCEC grade,train,binary,17970,512,554,2,0.8818018394648828,AUC
VAE,logistic regression,O,z-ternary,GSE67785 lesional,test,binary,17970,512,28,2,1.0,AUC
VAE,logistic regression,O,z-ternary,GSE66207 disease type,train,multiclass,17970,512,20,3,0.5166666666666666,class accuracy
VAE,logistic regression,O,z-ternary,GSE50244 diabetic,validate,multiclass,17970,512,76,3,0.5658333333333333,class accuracy
VAE,logistic regression,O,z-ternary,GSE47944 lesional,validate,multiclass,17970,512,63,3,0.8587412587412586,class accuracy
VAE,logistic regression,OT,tpm,GSE72819 remission,validate,binary,1530,512,69,2,0.3202020202020202,AUC
VAE,logistic regression,OT,tpm,STAD stage,train,binary,1530,512,416,2,0.5578341905868038,AUC
VAE,logistic regression,OT,tpm,KIRC grade,train,binary,1530,512,544,2,0.5636684378884426,AUC
VAE,logistic regression,OT,tpm,LUSC stage,validate,binary,1530,512,504,2,0.5680260104041617,AUC
VAE,logistic regression,OT,tpm,PAAD grade,train,binary,1530,512,179,2,0.5104273504273504,AUC
VAE,logistic regression,OT,tpm,BRCA stage,test,binary,1530,512,1134,2,0.5891623430613886,AUC
VAE,logistic regression,OT,tpm,SKCM stage,train,binary,1530,512,249,2,0.595068147519336,AUC
VAE,logistic regression,OT,tpm,LIHC stage,train,binary,1530,512,374,2,0.5761340048840049,AUC
VAE,logistic regression,OT,tpm,THCA stage,train,binary,1530,512,513,2,0.6236197450838011,AUC
VAE,logistic regression,OT,tpm,LUAD stage,train,binary,1530,512,542,2,0.6179735524001335,AUC
VAE,logistic regression,OT,tpm,CESC grade,train,binary,1530,512,306,2,0.6000203578864907,AUC
VAE,logistic regression,OT,tpm,LIHC grade,train,binary,1530,512,374,2,0.6338799999999999,AUC
VAE,logistic regression,OT,tpm,COAD stage,train,binary,1530,512,505,2,0.5955333438322277,AUC
VAE,logistic regression,OT,tpm,UCEC stage,train,binary,1530,512,554,2,0.6561977268157011,AUC
VAE,logistic regression,OT,tpm,HNSC grade,test,binary,1530,512,504,2,0.7239553924336534,AUC
VAE,logistic regression,OT,tpm,STAD grade,train,binary,1530,512,416,2,0.7310612244897958,AUC
VAE,logistic regression,OT,tpm,GSE65832 lesional,train,binary,1530,512,40,2,0.5625,AUC
VAE,logistic regression,OT,tpm,LGG grade,train,binary,1530,512,532,2,0.7399424823953126,AUC
VAE,logistic regression,OT,tpm,KIRC stage,train,binary,1530,512,544,2,0.72936539377309,AUC
VAE,logistic regression,OT,tpm,UCEC grade,train,binary,1530,512,554,2,0.8471916806020067,AUC
VAE,logistic regression,OT,tpm,GSE67785 lesional,test,binary,1530,512,28,2,1.0,AUC
VAE,logistic regression,OT,tpm,GSE66207 disease type,train,multiclass,1530,512,20,3,0.6000000000000001,class accuracy
VAE,logistic regression,OT,tpm,GSE50244 diabetic,validate,multiclass,1530,512,76,3,0.6333333333333332,class accuracy
