# git tag version 2.1.1 |  motus version 2.1.1 | map_tax 2.1.1 | gene database: nr2.1.1 | calc_mgc 2.1.1 -y insert.scaled_counts -l 75 | calc_motu 2.1.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.1.1 meta_mOTU_2.1.1
# call: python /home/antonycp/tools/mOTUs_v2/motus profile -q -s /home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R1.fastq.gz,/home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R2.fastq.gz
#mOTU	consensus_taxonomy	unnamed sample
meta_mOTU_v2_5458	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5459	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__unknown Porphyromonadaceae|s__unknown Porphyromonadaceae	0.0000000000
meta_mOTU_v2_5460	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5461	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unknown Prevotella	0.0000000000
meta_mOTU_v2_5462	k__Eukaryota|p__Basidiomycota|c__Malasseziomycetes|o__Malasseziales|f__Malasseziaceae|g__Malassezia|s__Malassezia globosa	0.0000000000
meta_mOTU_v2_5463	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__unknown Eubacterium	0.0000000000
meta_mOTU_v2_5464	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:793	0.0000000000
meta_mOTU_v2_5465	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5466	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5467	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__candidatus Pelagibacter|s__candidatus Pelagibacter ubique	0.0000000000
meta_mOTU_v2_5468	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5469	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5470	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5471	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5472	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__SAR86 cluster bacterium SAR86E	0.0000000000
meta_mOTU_v2_5473	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__unknown Actinobacteria|f__unknown Actinobacteria|g__unknown Actinobacteria|s__marine actinobacterium MedAcidi-G3	0.0000000000
meta_mOTU_v2_5474	k__Bacteria|p__Balneolaeota|c__Balneolia|o__Balneolales|f__Balneolaceae|g__unknown Balneolaceae|s__unknown Balneolaceae	0.0000000000
meta_mOTU_v2_5475	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium sp. CAG:815	0.0000000000
meta_mOTU_v2_5476	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5477	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__uncultured Eubacterium sp.	0.0000000000
meta_mOTU_v2_5478	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5479	k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__unknown Bdellovibrio	0.0000000000
meta_mOTU_v2_5480	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__unknown Lachnospiraceae|s__unknown Lachnospiraceae	0.0000000000
meta_mOTU_v2_5481	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5482	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__Clostridiales bacterium 41_21_two_genomes	0.0000000000
meta_mOTU_v2_5483	k__Bacteria|p__Proteobacteria|c__unknown Proteobacteria|o__unknown Proteobacteria|f__unknown Proteobacteria|g__unknown Proteobacteria|s__unknown Proteobacteria	0.0000000000
meta_mOTU_v2_5484	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__unknown Pelagibacteraceae|s__unknown Pelagibacteraceae	0.0000000000
meta_mOTU_v2_5485	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5486	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XIII. Incertae Sedis|g__unknown Clostridiales Family XIII. Incertae Sedis|s__Clostridiales bacterium S5-A14a	0.0000000000
meta_mOTU_v2_5487	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5488	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5489	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__unknown Collinsella	0.0000000000
meta_mOTU_v2_5490	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5491	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5492	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5493	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5494	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5495	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5496	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__unknown Leptotrichia	0.0000000000
meta_mOTU_v2_5497	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5498	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:571	0.0000000000
meta_mOTU_v2_5499	k__Bacteria|p__Firmicutes|c__unknown Firmicutes|o__unknown Firmicutes|f__unknown Firmicutes|g__unknown Firmicutes|s__unknown Firmicutes	0.0000000000
meta_mOTU_v2_5500	k__Eukaryota|p__Chlorophyta|c__Mamiellophyceae|o__Mamiellales|f__Bathycoccaceae|g__unknown Bathycoccaceae|s__unknown Bathycoccaceae	0.0000000000
meta_mOTU_v2_5501	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium sp. CAG:594	0.0000000000
meta_mOTU_v2_5502	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unknown Prevotella	0.0000000000
meta_mOTU_v2_5503	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5504	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__unknown Rhodobacteraceae|s__unknown Rhodobacteraceae	0.0000000000
meta_mOTU_v2_5505	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__unknown Clostridium	0.0000000000
meta_mOTU_v2_5506	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5507	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5508	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5509	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__unknown candidatus Saccharibacteria	0.0000000000
meta_mOTU_v2_5510	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5511	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5512	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5513	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5514	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5515	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5516	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5517	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5518	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__unknown Nitrosomonadales|g__unknown Nitrosomonadales|s__unknown Nitrosomonadales	0.0000000000
meta_mOTU_v2_5519	k__Archaea|p__Euryarchaeota|c__candidatus Thalassoarchaea|o__unknown candidatus Thalassoarchaea|f__unknown candidatus Thalassoarchaea|g__unknown candidatus Thalassoarchaea|s__uncultured candidatus Thalassoarchaea euryarchaeot	0.0000000000
meta_mOTU_v2_5520	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5521	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5522	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5523	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__unknown Flavobacteriaceae|s__unknown Flavobacteriaceae	0.0000000000
meta_mOTU_v2_5524	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium valvarum	0.0000000000
meta_mOTU_v2_5525	k__Bacteria|p__Firmicutes|c__unknown Firmicutes|o__unknown Firmicutes|f__unknown Firmicutes|g__unknown Firmicutes|s__unknown Firmicutes	0.0000000000
meta_mOTU_v2_5526	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__unknown Verrucomicrobiales|g__unknown Verrucomicrobiales|s__unknown Verrucomicrobiales	0.0000000000
meta_mOTU_v2_5527	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5528	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5529	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5530	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__unknown Idiomarina	0.0000000000
meta_mOTU_v2_5531	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__unknown Clostridium	0.0000000000
meta_mOTU_v2_5532	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__unknown Dehalococcoidales|g__unknown Dehalococcoidales|s__unknown Dehalococcoidales	0.0000000000
meta_mOTU_v2_5533	k__Bacteria|p__Proteobacteria|c__unknown Proteobacteria|o__unknown Proteobacteria|f__unknown Proteobacteria|g__unknown Proteobacteria|s__unknown Proteobacteria	0.0000000000
meta_mOTU_v2_5534	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__unknown candidatus Saccharibacteria	0.0000000000
meta_mOTU_v2_5535	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Cryomorphaceae|g__unknown Cryomorphaceae|s__unknown Cryomorphaceae	0.0000000000
meta_mOTU_v2_5536	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__unknown candidatus Saccharibacteria	0.0000000000
meta_mOTU_v2_5537	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__candidatus Bacteroides periocalifornicus	0.0000000000
meta_mOTU_v2_5538	k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__unknown Synergistaceae|s__unknown Synergistaceae	0.0000000000
meta_mOTU_v2_5539	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__unknown Dialister	0.0000000000
meta_mOTU_v2_5540	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5541	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__candidatus Pelagibacter|s__candidatus Pelagibacter ubique	0.0000000000
meta_mOTU_v2_5542	k__unknown cellular organisms|p__unknown cellular organisms|c__unknown cellular organisms|o__unknown cellular organisms|f__unknown cellular organisms|g__unknown cellular organisms|s__unknown cellular organisms	0.0000000000
meta_mOTU_v2_5543	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Libanicoccus|s__Libanicoccus massiliensis	0.0000000000
meta_mOTU_v2_5544	k__Bacteria|p__Verrucomicrobia|c__unknown Verrucomicrobia|o__unknown Verrucomicrobia|f__unknown Verrucomicrobia|g__unknown Verrucomicrobia|s__unknown Verrucomicrobia	0.0000000000
meta_mOTU_v2_5545	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5546	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__unknown Clostridium	0.0000000000
meta_mOTU_v2_5547	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5548	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5549	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5550	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__candidatus Pelagibacter|s__unknown candidatus Pelagibacter	0.0000000000
meta_mOTU_v2_5551	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5552	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5553	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__unknown Rhodobacterales|g__unknown Rhodobacterales|s__Rhodobacterales bacterium HTCC2255	0.0000000000
meta_mOTU_v2_5554	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__unknown Phascolarctobacterium	0.0000000000
meta_mOTU_v2_5555	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__unknown Prevotella	0.0000000000
meta_mOTU_v2_5556	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__unknown Sutterella	0.0000000000
meta_mOTU_v2_5557	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae|g__Salinisphaera|s__Salinisphaera shabanensis	0.0000000000
meta_mOTU_v2_5558	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5559	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5560	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5561	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__unknown Clostridium	0.0000000000
meta_mOTU_v2_5562	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5563	k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__unknown Dehalococcoidia|f__unknown Dehalococcoidia|g__unknown Dehalococcoidia|s__unknown Dehalococcoidia	0.0000000000
meta_mOTU_v2_5564	k__Bacteria|p__Verrucomicrobia|c__unknown Verrucomicrobia|o__unknown Verrucomicrobia|f__unknown Verrucomicrobia|g__unknown Verrucomicrobia|s__unknown Verrucomicrobia	0.0000000000
meta_mOTU_v2_5565	k__Bacteria|p__Proteobacteria|c__unknown Proteobacteria|o__unknown Proteobacteria|f__unknown Proteobacteria|g__unknown Proteobacteria|s__unknown Proteobacteria	0.0000000000
meta_mOTU_v2_5566	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__unknown Capnocytophaga	0.0000000000
meta_mOTU_v2_5567	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__unknown Odoribacteraceae|s__unknown Odoribacteraceae	0.0000000000
meta_mOTU_v2_5568	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__unknown Prevotellaceae|s__unknown Prevotellaceae	0.0000000000
meta_mOTU_v2_5569	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5570	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__candidatus Melainabacteria bacterium LEY3_CP_29_8	0.0000000000
meta_mOTU_v2_5571	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5572	k__Bacteria|p__Chloroflexi|c__unknown Chloroflexi|o__unknown Chloroflexi|f__unknown Chloroflexi|g__unknown Chloroflexi|s__unknown Chloroflexi	0.0000000000
meta_mOTU_v2_5573	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__unknown Alteromonadaceae|s__unknown Alteromonadaceae	0.0000000000
meta_mOTU_v2_5574	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__candidatus Pelagibacter|s__unknown candidatus Pelagibacter	0.0000000000
meta_mOTU_v2_5575	k__Bacteria|p__Bacteroidetes|c__unknown Bacteroidetes|o__unknown Bacteroidetes|f__unknown Bacteroidetes|g__unknown Bacteroidetes|s__unknown Bacteroidetes	0.0000000000
meta_mOTU_v2_5576	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__unknown candidatus Saccharibacteria	0.0000000000
meta_mOTU_v2_5577	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5578	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
meta_mOTU_v2_5579	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Pelagibacterales|f__Pelagibacteraceae|g__unknown Pelagibacteraceae|s__unknown Pelagibacteraceae	0.0000000000
meta_mOTU_v2_5580	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__unknown Planctomycetaceae|s__unknown Planctomycetaceae	0.0000000000
meta_mOTU_v2_5581	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__unknown Alphaproteobacteria|f__unknown Alphaproteobacteria|g__unknown Alphaproteobacteria|s__unknown Alphaproteobacteria	0.0000000000
meta_mOTU_v2_5582	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Capnocytophaga|s__unknown Capnocytophaga	0.0000000000
meta_mOTU_v2_5583	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__unknown Clostridiales|g__unknown Clostridiales|s__unknown Clostridiales	0.0000000000
meta_mOTU_v2_5584	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__unknown Bacteroidales|g__unknown Bacteroidales|s__unknown Bacteroidales	0.0000000000
meta_mOTU_v2_5585	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__unknown Clostridium	0.0000000000
meta_mOTU_v2_5586	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__unknown Gammaproteobacteria|f__unknown Gammaproteobacteria|g__unknown Gammaproteobacteria|s__unknown Gammaproteobacteria	0.0000000000
meta_mOTU_v2_5587	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__unknown Nitrosomonadales|g__unknown Nitrosomonadales|s__unknown Nitrosomonadales	0.0000000000
meta_mOTU_v2_5588	k__Bacteria|p__candidatus Saccharibacteria|c__unknown candidatus Saccharibacteria|o__unknown candidatus Saccharibacteria|f__unknown candidatus Saccharibacteria|g__unknown candidatus Saccharibacteria|s__candidatus Saccharibacteria oral taxon TM7x	0.0000000000
meta_mOTU_v2_5589	k__Bacteria|p__unknown Bacteria|c__unknown Bacteria|o__unknown Bacteria|f__unknown Bacteria|g__unknown Bacteria|s__unknown Bacteria	0.0000000000
